config,ceiling,run_number,outcome,approved,turn_count,planner_runs,retry_count,last_node,wall_latency_ms,model_latency_ms,input_tokens,output_tokens,issues,planner_proposal,error_type,error_message
schema_30,6,11,valid_first_attempt,True,3,1,0,reviewer,77644.85,77638.15,492,1509,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms through neural recordings in movement disorders."", ""message"": ""Analyzing DBS's role in managing motor symptoms via neural signal monitoring in Parkinson's and related conditions."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Motor Symptoms"", ""Neural Recording""], ""summary"": ""Study evaluates motor symptom response using DBS electrodes to record local field potentials in Parkinson's and movement disorders."", ""issues"": []}}",,
schema_30,6,12,valid_first_attempt,True,3,1,0,reviewer,58708.84,58703.64,500,1139,[],"{""thought"": ""Identify key medical and research domains from the study's focus on DBS and motor symptoms."", ""message"": ""The study explores how Deep Brain Stimulation impacts motor symptoms in Parkinson's and related disorders through local field potential analysis."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Neurological Disorders"", ""Motor Symptoms""], ""summary"": ""Study examines DBS's effect on motor symptoms in Parkinson's, essential tremor, and dystonia via local field potentials."", ""issues"": []}}",,
schema_30,6,13,valid_first_attempt,True,3,1,0,reviewer,30558.04,30552.06,490,584,[],"{""thought"": ""Identifying key medical and neurological terms for accurate categorization."", ""message"": ""The study explores how deep brain stimulation affects motor symptoms in Parkinson's patients using neural recordings. Key focus on electrode data and symptom response evaluation."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's patients via implanted electrode recordings."", ""issues"": []}}",,
schema_30,6,14,valid_first_attempt,True,3,1,0,reviewer,75364.29,75357.27,504,1482,[],"{""thought"": ""Identified key areas: deep brain stimulation, Parkinson's disease, and motor symptom evaluation. Focused on study methods and patient conditions."", ""message"": ""Tags reflect study focus on DBS, neurological disorders, and motor symptoms. Summary captures observational approach and patient conditions."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Neurological Disorders"", ""Motor Symptoms""], ""summary"": ""Observational study assesses motor symptom response in Parkinson's and movement disorders via DBS and neural recordings."", ""issues"": []}}",,
schema_30,6,15,valid_first_attempt,True,3,1,0,reviewer,57714.66,57708.49,531,1095,[],"{""thought"": ""The study focuses on DBS's role in Parkinson's and related disorders through neural recordings. Key aspects include methodology and symptom evaluation."", ""message"": ""The content outlines a study on DBS's impact via neural recordings in movement disorders. Tags reflect the main topics and methodology."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""This study records local field potentials from DBS electrodes in Parkinson's, essential tremor, and dystonia patients to evaluate motor symptom response."", ""issues"": [""Observational study lacks detailed methodology"", ""Focus on motor symptoms omits other potential outcomes""]}}",,
schema_30,6,16,valid_first_attempt,True,3,1,0,reviewer,76288.36,76281.37,498,1475,[],"{""thought"": ""Identified key terms related to the study's focus on DBS, neurological conditions, and neural recordings."", ""message"": ""The study explores how deep brain stimulation impacts motor symptoms in movement disorders through neural activity recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Activity""], ""summary"": ""Study examines DBS's effect on motor symptoms in Parkinson's, essential tremor, and dystonia using local field potentials."", ""issues"": []}}",,
schema_30,6,17,valid_first_attempt,True,3,1,0,reviewer,46971.04,46965.08,495,909,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in movement disorders. Tags should reflect the methodology, condition, and purpose."", ""message"": ""Tags and summary capture the study's focus on DBS, Parkinson's, and motor symptom evaluation."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Movement Disorders""], ""summary"": ""Study records DBS electrode data in Parkinson's patients to assess motor symptom responses."", ""issues"": []}}",,
schema_30,6,1,valid_first_attempt,True,3,1,0,reviewer,66138.84,66132.05,497,1244,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms through neural recordings in specific neurological conditions."", ""message"": ""The study explores how deep brain stimulation affects motor symptoms in neurological conditions through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Observational study examines motor symptom response in Parkinson's, essential tremor, and dystonia using DBS electrode recordings."", ""issues"": []}}",,
schema_30,6,2,valid_first_attempt,True,3,1,0,reviewer,73901.76,73896.09,496,1421,[],"{""thought"": ""Identifying key medical and neurological focus areas from the study's scope."", ""message"": ""The study explores DBS's impact on motor symptoms in Parkinson's and related disorders through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Movement Disorders""], ""summary"": ""Observational study examines DBS's effect on motor symptoms in Parkinson's, essential tremor, and dystonia via local field potentials."", ""issues"": []}}",,
schema_30,6,3,valid_first_attempt,True,3,1,0,reviewer,33480.7,33475.84,511,639,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in Parkinson's patients using implanted electrodes. Key areas include neuroscience, medical devices, and neurological disorders."", ""message"": ""The content discusses a study on DBS for Parkinson's, analyzing motor responses via implanted electrodes. Tags reflect neuroscience and medical device contexts."", ""data"": {""tags"": [""DeepBrainStimulation"", ""ParkinsonsDisease"", ""NeuroscienceResearch""], ""summary"": ""Study examines DBS's effect on motor symptoms in Parkinson's patients via implanted electrodes."", ""issues"": []}}",,
schema_30,6,4,valid_first_attempt,True,3,1,0,reviewer,70070.71,70066.38,502,1368,[],"{""thought"": ""Identified key areas: DBS, Parkinson's, and motor symptoms. Focused on observational study methods and clinical applications."", ""message"": ""Tags capture neurology, treatment, and symptom evaluation. Summary highlights study focus on motor responses in movement disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study examines DBS's effect on motor symptoms in Parkinson's and movement disorders using local field potentials."", ""issues"": []}}",,
schema_30,6,5,valid_first_attempt,True,3,1,0,reviewer,67178.26,67172.11,512,1298,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in neurological conditions. Key terms include DBS, Parkinson's, and local field potentials."", ""message"": ""Analyzing DBS's role in managing motor symptoms via local field potentials in Parkinson's and related disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurological Disorders""], ""summary"": ""Observational study evaluates motor symptom response using local field potentials from DBS electrodes in Parkinson's, tremor, and dystonia patients."", ""issues"": []}}",,
schema_30,6,6,valid_first_attempt,True,3,1,0,reviewer,56111.14,56104.98,514,1080,[],"{""thought"": ""The study focuses on Deep Brain Stimulation's impact on motor symptoms in neurological disorders through neural recordings. Tags reflect the key areas: DBS, disorders, and neural data collection."", ""message"": ""The study examines motor symptom response in Parkinson's and related disorders using deep brain stimulation electrodes and local field potentials."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Neurological Disorders"", ""Neural Recording""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's and related disorders using DBS electrodes and local field potentials."", ""issues"": []}}",,
schema_30,6,7,valid_first_attempt,True,3,1,0,reviewer,52041.45,52036.06,514,996,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in neurological conditions using local field potentials. Key terms include Parkinson's, essential tremor, and dystonia."", ""message"": ""Analyzes DBS's role in managing motor symptoms through local field potentials in Parkinson's and related disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurological Disorders""], ""summary"": ""Study evaluates DBS's effect on motor symptoms in Parkinson's, essential tremor, and dystonia via local field potentials."", ""issues"": []}}",,
schema_30,6,8,valid_first_attempt,True,3,1,0,reviewer,44354.95,44350.45,504,851,[],"{""thought"": ""The study focuses on DBS's role in managing motor symptoms for specific neurological conditions through electrophysiological recordings."", ""message"": ""The study explores DBS's impact on motor symptoms in neurological conditions through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurological Disorders""], ""summary"": ""Study examines local field potentials from DBS electrodes in Parkinson's, essential tremor, and dystonia patients to assess motor symptom response."", ""issues"": []}}",,
schema_30,6,9,valid_first_attempt,True,3,1,0,reviewer,60825.98,60819.91,505,1188,[],"{""thought"": ""The study focuses on DBS's role in managing motor symptoms for specific neurological conditions."", ""message"": ""The study explores deep brain stimulation's impact on motor symptoms in Parkinson's and related disorders. Tags reflect the focus on DBS, movement disorders, and neurophysiological data."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Movement Disorders"", ""Neurophysiology""], ""summary"": ""Study evaluates motor symptom response in Parkinson's and movement disorders using deep brain stimulation and local field potentials."", ""issues"": []}}",,
schema_30,6,10,valid_first_attempt,True,3,1,0,reviewer,67904.32,67898.92,497,1293,[],"{""thought"": ""The study focuses on using deep brain stimulation to analyze motor symptoms in neurological disorders through electrophysiological data."", ""message"": ""The study explores how deep brain stimulation affects motor symptoms in Parkinson's patients by analyzing local field potentials from implanted electrodes."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Study examines motor symptom response in Parkinson's patients using deep brain stimulation and local field potentials."", ""issues"": []}}",,
schema_30,6,11,valid_first_attempt,True,3,1,0,reviewer,44787.79,44782.99,511,859,[],"{""thought"": ""Identified key terms related to the study's focus on DBS, neural recording, and motor symptoms in neurological disorders."", ""message"": ""Generated tags and summary based on study's focus on DBS, neural recording, and motor symptom evaluation in Parkinson's and related conditions."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Study evaluates motor symptom response in Parkinson's, essential tremor, and dystonia patients using DBS electrodes and local field potentials."", ""issues"": []}}",,
schema_30,6,12,valid_first_attempt,True,3,1,0,reviewer,42490.53,42485.7,481,829,[],"{""thought"": ""Identifying key medical and technological aspects of the study."", ""message"": ""The study explores DBS's impact on motor symptoms through neural recordings in movement disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Motor Symptoms"", ""Neural Recording""], ""summary"": ""Study records local field potentials from DBS electrodes to assess motor symptom response in Parkinson's and related disorders."", ""issues"": []}}",,
schema_30,6,13,valid_first_attempt,True,3,1,0,reviewer,60770.17,60764.37,510,1164,[],"{""thought"": ""The study focuses on DBS's role in managing movement disorders through neural signal analysis. Key areas include neurological conditions, stimulation methods, and symptom assessment."", ""message"": ""Tags reflect the study's focus on neurological disorders, brain stimulation techniques, and motor symptom evaluation. Summary captures the study's purpose and methodology."", ""data"": {""tags"": [""Neurological Disorders"", ""Brain Stimulation Techniques"", ""Motor Symptom Evaluation""], ""summary"": ""Study evaluates motor symptom response in Parkinson's and movement disorders using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_2,2,1,valid_first_attempt,True,3,1,0,reviewer,40926.61,40921.79,493,784,[],"{""thought"": ""The study focuses on DBS electrode recordings in Parkinson's patients to assess motor symptom responses via local field potentials."", ""message"": ""The research evaluates neural data from DBS implants to understand symptom management in movement disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Study examines DBS electrode recordings in Parkinson's patients to assess motor symptom responses via local field potentials."", ""issues"": []}}",,
ceiling_2,2,2,valid_first_attempt,True,3,1,0,reviewer,55582.24,55575.46,502,1079,[],"{""thought"": ""The study focuses on DBS's role in managing motor symptoms for specific neurological conditions through electrophysiological recordings."", ""message"": ""The study examines DBS's impact on motor symptoms in neurodegenerative conditions through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's, essential tremor, and dystonia patients using deep brain stimulation."", ""issues"": []}}",,
ceiling_2,2,3,valid_first_attempt,True,3,1,0,reviewer,47689.57,47685.63,506,894,[],"{""thought"": ""Identifying key themes in the study's focus on DBS, neurological conditions, and signal analysis."", ""message"": ""The study explores DBS's impact on motor symptoms through electrode recordings in patients with Parkinson's, essential tremor, and dystonia."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Signal Analysis""], ""summary"": ""Study examines DBS effects on motor symptoms via electrode recordings in Parkinson's, essential tremor, and dystonia patients."", ""issues"": []}}",,
ceiling_2,2,4,valid_first_attempt,True,3,1,0,reviewer,51677.08,51671.89,510,1000,[],"{""thought"": ""The study focuses on DBS, Parkinson's Disease, and neural recording methods. Summary highlights the evaluation of motor symptoms via local field potentials."", ""message"": ""Tags reflect the study's focus on DBS, Parkinson's Disease, and neural recording. Summary highlights motor symptom assessment via local field potentials."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Local Field Potentials""], ""summary"": ""Study records local field potentials from DBS electrodes in Parkinson's patients to assess motor symptom response."", ""issues"": []}}",,
ceiling_2,2,5,valid_first_attempt,True,3,1,0,reviewer,75480.62,75474.57,494,1472,[],"{""thought"": ""Identifying key areas of the study on deep brain stimulation and its application in neurological conditions."", ""message"": ""Tags and summary generated based on study focus on DBS and neurological conditions."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurological Disorders""], ""summary"": ""Study examines DBS's impact on motor symptoms in Parkinson's, essential tremor, and dystonia via local field potential recordings."", ""issues"": []}}",,
ceiling_2,2,6,valid_first_attempt,True,3,1,0,reviewer,76691.4,76684.68,522,1473,[],"{""thought"": ""The study focuses on evaluating motor symptoms using deep brain stimulation in neurological conditions. Key terms include DBS, Parkinson's, and movement disorders."", ""message"": ""The study explores DBS's impact on motor symptoms in neurological conditions. Focuses on local field potentials from implanted electrodes in Parkinson's, essential tremor, and dystonia patients."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Movement Disorders""], ""summary"": ""Observational study assesses motor symptom response in Parkinson's, essential tremor, and dystonia using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_2,2,7,valid_first_attempt,True,3,1,0,reviewer,35577.32,35571.21,520,660,[],"{""thought"": ""The study focuses on DBS's role in Parkinson's treatment through electrophysiological recordings. Key elements include patient conditions and motor symptom evaluation."", ""message"": ""The content details an observational study using DBS electrodes to analyze motor responses in movement disorders. Tags reflect the study's focus on Parkinson's, DBS, and electrophysiology."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Observational Study"", ""Parkinson's Disease""], ""summary"": ""Study examines DBS electrode recordings in Parkinson's patients to assess motor symptom responses via local field potentials."", ""issues"": []}}",,
ceiling_2,2,8,valid_first_attempt,True,3,1,0,reviewer,53110.66,53104.36,521,1042,[],"{""thought"": ""The study focuses on using DBS electrodes to analyze motor symptoms in neurological conditions. Key elements include Parkinson's, tremor, dystonia, and local field potentials."", ""message"": ""Analyzes DBS electrode data in Parkinson's and related disorders to assess motor symptom responses. Focuses on local field potentials and clinical outcomes."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Study records local field potentials from DBS electrodes in Parkinson's, essential tremor, or dystonia patients to evaluate motor symptom response."", ""issues"": []}}",,
ceiling_2,2,9,valid_first_attempt,True,3,1,0,reviewer,62161.22,62154.91,510,1206,[],"{""thought"": ""The study explores DBS's impact on motor symptoms via neural recordings in movement disorders. Focuses on Parkinson's, essential tremor, and dystonia."", ""message"": ""The study evaluates motor symptom response in Parkinson's and related disorders using DBS electrodes and local field potentials."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Observational study assesses motor symptom response in Parkinson's, essential tremor, and dystonia using DBS electrodes."", ""issues"": []}}",,
ceiling_2,2,10,valid_first_attempt,True,3,1,0,reviewer,84803.96,84792.88,515,1641,[],"{""thought"": ""The study focuses on Deep Brain Stimulation's impact on motor symptoms in Parkinson's and related disorders. Tags highlight the treatment, condition, and symptom evaluation. Summary captures the observational approach and patient conditions."", ""message"": ""The study examines Deep Brain Stimulation's effect on motor symptoms in Parkinson's and related movement disorders through electrode recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study evaluates motor symptom response in Parkinson's and related disorders using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_2,2,11,valid_first_attempt,True,3,1,0,reviewer,71023.0,71016.64,492,1359,[],"{""thought"": ""Identifying key medical and neurotechnology terms from the study's focus on DBS and neural recordings."", ""message"": ""The study examines DBS's impact on motor symptoms via neural signal analysis in movement disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Observational study analyzes motor symptom responses using DBS electrodes and local field potentials in movement disorder patients."", ""issues"": []}}",,
ceiling_2,2,12,valid_first_attempt,True,3,1,0,reviewer,75995.62,75987.7,495,1481,[],"{""thought"": ""Identifying key areas in the study on deep brain stimulation and its impact on motor symptoms in neurological conditions."", ""message"": ""The study explores how deep brain stimulation affects motor symptoms in neurological conditions through electrode recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study examines motor symptom response in Parkinson's, essential tremor, and dystonia using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_2,2,13,valid_first_attempt,True,3,1,0,reviewer,69755.3,69748.95,481,1342,[],"{""thought"": ""Focusing on Parkinson's treatment and neural data analysis."", ""message"": ""The study explores DBS's impact on motor symptoms through neural recordings in movement disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Study examines motor symptom response in Parkinson's and movement disorders using deep brain stimulation and local field potentials."", ""issues"": []}}",,
ceiling_2,2,14,valid_first_attempt,True,3,1,0,reviewer,63778.18,63773.16,506,1239,[],"{""thought"": ""Identifying key medical and technical terms from the study's focus on DBS and neurological conditions."", ""message"": ""Tags highlight the study's focus on Deep Brain Stimulation, Parkinson's Disease, and Motor Symptoms. Summary outlines the observational approach and patient conditions."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Motor Symptoms""], ""summary"": ""Observational study examines motor symptom response in Parkinson's, essential tremor, and dystonia patients using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_2,2,15,valid_first_attempt,True,3,1,0,reviewer,68732.25,68725.74,513,1332,[],"{""thought"": ""Identified key terms related to DBS, Parkinson's, and neurological conditions. Focused on the study's observational approach and motor symptom evaluation."", ""message"": ""The study explores DBS's impact on motor symptoms in Parkinson's and related disorders using local field potentials from implanted electrodes."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurological Disorders""], ""summary"": ""Study examines DBS's effect on motor symptoms in Parkinson's, essential tremor, and dystonia via local field potentials."", ""issues"": []}}",,
ceiling_2,2,16,valid_first_attempt,True,3,1,0,reviewer,62838.3,62832.3,494,1218,[],"{""thought"": ""Identifying key medical and neurological terms from the study's focus on DBS and motor symptoms."", ""message"": ""The study explores how DBS electrodes track neural activity in Parkinson's patients to improve treatment outcomes through motor symptom analysis."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Recording""], ""summary"": ""Study examines DBS electrode recordings to assess motor symptom responses in Parkinson's and movement disorders."", ""issues"": []}}",,
ceiling_2,2,17,valid_first_attempt,True,3,1,0,reviewer,51747.55,51743.17,512,1004,[],"{""thought"": ""The study focuses on DBS's impact on motor symptoms in neurological disorders through local field potential recordings. Key elements include patient conditions and the observational methodology."", ""message"": ""Analyzes DBS's role in managing Parkinson's and related disorders via local field potentials. Highlights observational study approach and motor symptom evaluation."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Local Field Potentials"", ""Parkinson's Disease""], ""summary"": ""Study evaluates DBS's effect on motor symptoms in Parkinson's and related disorders using local field potentials."", ""issues"": []}}",,
ceiling_2,2,18,valid_first_attempt,True,3,1,0,reviewer,72695.22,72689.78,491,1431,[],"{""thought"": ""Identifying key medical and neurological themes from the study's focus on DBS and motor symptoms."", ""message"": ""Analyzing deep brain stimulation's impact on motor symptoms in Parkinson's and related disorders through neural recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Movement Disorders""], ""summary"": ""Observational study examines motor symptom response in Parkinson's and movement disorders using deep brain stimulation electrodes."", ""issues"": []}}",,
ceiling_2,2,19,valid_first_attempt,True,3,1,0,reviewer,60959.4,60952.09,488,1171,[],"{""thought"": ""The study focuses on Deep Brain Stimulation's role in managing movement disorders through neural signal analysis."", ""message"": ""Analyzing DBS's impact on Parkinson's and related disorders via neural signal recording."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Neural Signal Analysis"", ""Movement Disorders""], ""summary"": ""Study records local field potentials from DBS electrodes in Parkinson's patients to assess motor symptom response."", ""issues"": []}}",,
ceiling_2,2,20,valid_first_attempt,True,3,1,0,reviewer,67442.16,67437.23,502,1309,[],"{""thought"": ""The study focuses on DBS's role in managing motor symptoms through local field potential analysis in neurological conditions."", ""message"": ""This study examines DBS's impact on motor symptoms in neurological conditions through local field potential recordings."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Local Field Potentials"", ""Motor Symptoms""], ""summary"": ""Observational study records local field potentials from DBS electrodes in Parkinson's, essential tremor, and dystonia patients to assess motor symptom response."", ""issues"": []}}",,
ceiling_10,10,1,valid_first_attempt,True,3,1,0,reviewer,73926.19,73921.65,493,1438,[],"{""thought"": ""Identifying key medical and research terms from the study's focus on DBS and neurological conditions."", ""message"": ""Generated tags and summary based on study's focus on DBS, Parkinson's, and motor symptom evaluation."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neurophysiological Recording""], ""summary"": ""Study evaluates motor symptom response in Parkinson's using DBS electrodes and local field potentials."", ""issues"": []}}",,
ceiling_10,10,2,valid_first_attempt,True,3,1,0,reviewer,39917.77,39912.16,484,772,[],"{""thought"": ""The study focuses on evaluating motor symptoms through neural recordings in DBS patients."", ""message"": ""The content details an observational study using DBS electrodes to analyze neural activity in movement disorders."", ""data"": {""tags"": [""Deep Brain Stimulation"", ""Parkinson's Disease"", ""Neural Activity Monitoring""], ""summary"": ""Study examines DBS electrode recordings in Parkinson's patients to assess motor symptom responses."", ""issues"": []}}",,
